question,tag
একই তথ্য পুনরায় সংশোধনের আবেদন করতে হলে কোনো সময় ব্যবধান লাগে কি?,card_correction_one_information_maximum_limit_followup_b
একই তথ্য বারবার সংশোধন করলে কি প্রতিবারই আলাদা ফি দিতে হবে?,card_correction_one_information_maximum_limit_followup_c
আগের সংশোধনের ইতিহাস বা রেকর্ড কোথায় দেখা যাবে?,card_correction_one_information_maximum_limit_followup_d
"সংশোধোনের জন্য ফি জমা দিয়েছি, আবেদন করতে চাচ্ছি না, এখন আমি কিভাবে টাকা ফেরত পেতে পারি?",card_correction_request_canceled_by_consumer_regarding_refund_fees
সংশোধন আবেদন বাতিল হয়ে গেলে কি টাকা ফেরত পাবো?,card_correction_request_failed_query_regarding_refund_fees
"একবার সংশোধন আবেদন বাতিল করা হয়েছে, পুনরায় আবেদন করতে কি আবার ফি জমা দিতে হবে?",card_correction_request_failed_query_regarding_repayment_fees
"এনআইডি কার্ড নষ্ট হয়ে গেছে, নতুন কার্ড কীভাবে পাবো?",card_damaged_how_to_get_new_card
আমার এনআইডি কার্ড তথ্য ভুল আছে কি করবো?,card_information_correction
এনআইডি সংশোধনের অনলাইন আবেদন করার পর স্ট্যাটাস কোথায় দেখে নিতে পারবো?,card_information_correction_followup_a
এনআইডি সংশোধনের অনলাইন ফর্ম পূরণের সময় ভুল হলে কীভাবে ঠিক করবো?,card_information_correction_followup_b
এনআইডি কার্ড তথ্য ভুল আছে সমস্যার সমাধানে প্রথম ধাপ কী হবে?,card_information_correction_followup_c
সংশোধন অনুমোদিত হলে আপডেটেড কার্ড কীভাবে পাবো?,card_information_correction_followup_d
"আমার কার্ডটি এই মুহুর্তে লক হয়ে আছে, কি করবো?",card_lock
"এনআইডি কার্ড নষ্ট / হারিয়ে গেছে, নতুন কার্ড পেতে কি টাকা লাগবে?",card_lost_and_damaged_cost
"এনআইডি কার্ড নষ্ট / হারিয়ে গেছে, নতুন কার্ড পেতে কতো টাকা লাগবে?",card_lost_new_card_fee
"কার্ড হারিয়ে গেছে কোন তথ্যই নেই, কিভাবে নতুন একটি কার্ড উত্তোলন করবো?",card_lost_no_info_how_to_get_new
রি-ইস্যু করতে কত টাকা জমা দিতে হয়?,card_reissue_fees
"মোবাইল নম্বর বা ফোন নম্বর সংযোজন বা সংশোধন করতে, কি ডকুমেন্টস লাগে?",cell_phone_number_correct_or_add_document_new
মোবাইল নম্বর বা ফোন নম্বর সংযোজন বা সংশোধন করতে ডকুমেন্টগুলোর মূল কপি নাকি ফটোকপি লাগবে?,cell_phone_number_correct_or_add_document_new_followup_a
মোবাইল নম্বর বা ফোন নম্বর সংযোজন বা সংশোধন করতে ডকুমেন্টগুলোর মধ্যে কোনোটি না থাকলে বিকল্প হিসেবে কী দেওয়া যাবে?,cell_phone_number_correct_or_add_document_new_followup_b
বিদেশ থেকে ভোট দিতে কী শর্ত প্রয়োজন?,condition_for_foreign_voter
"সংশোধনের আবেদন করেছি, আবেদনের কি অবস্থা?",correction_application_current_status
"সংশোধন আবেদন করেছিলাম, বাতিল হয়ে গেছে, পুনরায় আবেদন করতে কি নতুন করে ফিস জমা দিতে হবে?",correction_application_rejected_need_new_fee
আবেদন বাতিল হলে পুনরায় আবেদন করতে কি আবার ফি জমা দিতে হবে?,correction_application_rejected_need_new_fee_followup_a
আবেদন বাতিল হওয়ার সুনির্দিষ্ট কারণ কীভাবে জানা যাবে?,correction_application_rejected_need_new_fee_followup_b
"পুনরায় আবেদন কি অনলাইনে করা যাবে, নাকি সরাসরি অফিসে করতে হবে?",correction_application_rejected_need_new_fee_followup_c
পুনরায় আবেদনের স্ট্যাটাস কীভাবে ট্র্যাক করবো?,correction_application_rejected_need_new_fee_followup_d
"সংশোধনের আবেদন করেছি xx দিন আগে, এখন কি অবস্থায় আছে?",correction_application_status
"সংশোধনের জন্য অনেক দিন আগে আবেদন করেছি, ক্যাটাগরী পড়ছে না, কি করবো?",correction_applied_but_no_category
"সংশোধনের আবেদন সাবমিট করার পর দেখতে পাচ্ছি আরও কিছু তথ্য সংশোধন করা প্রয়োজন, কি করবো?",correction_applied_more_correction_needed
সংশোধন আবেদনের জন্য টাকা জমা দেওয়ার পদ্ধতি কি কি?,correction_fee_payment
এনআইডি সংশোধনের জন্য কিভাবে ফি জমা দিতে হয়?,correction_fee_payment
"সংশোধনের জন্য টাকা জমা দিয়েছি, আবেদন সাবমিট করিনি, কিন্তু এনআইডি Wallet এ টাকা জমার পরিমাণ শুণ্য (০) দেখাচ্ছে, কি করবো?",correction_fee_submitted_but_balance_zero
"সংশোধনের মেসেজ পেয়েছি কিন্তু সংশোধিত তথ্য কার্ডে আসে নাই, ১০৫ এ ফোন করে জানতে পারলাম কোন তথ্য সংশোধন না করেই অনুমোদন করে দিয়েছে, কি করবো?",correction_messages_but_no_update_in_card_no_approve
"সংশোধনের আবেদন স্লিপ হারিয়ে ফেলেছি, আমি কি সংশোধন হওয়ার পর আইডি কার্ড পাবো?",correction_slip_lost_can_get_card
পোস্টাল ভোট বিডি অ্যাপে দেওয়া আমার তথ্য কি নিরাপদ থাকবে?,data_security_assurance
মৃত ব্যক্তির আইডিকার্ড সংশোধন করতে কি করণীয়?,dead_people_id_card_update
ভুল করে ২য় বার ভোটার হয়েছি। জানতে পারলাম Match Found. এখন কি করনীয়?,double_voter_registration_issue
এনআইডি কার্ড পেতে কোন কোন দেশের জন্য দ্বৈত নাগরিকত্ব সনদের প্রয়োজন হয় না?,dual_citizenship_certificate_of_which_countires_not_required_for_nid
আমি পাশ না করেও অজ্ঞতাবশতঃ শিক্ষাগত যোগ্যতা এসএসসি বা তদুর্দ্ধ লিখেছিলাম এখন আমার বয়স বা অন্যান্য তথ্যাদি সংশোধনের উপায় কি?,educational_qualification_correction
"আট ঘন্টা পর আবার রেজিষ্ট্রেশন করার চেষ্টা করছি কিন্তু একাউন্ট এখনও লক দেখাচ্ছে, কিভাবে সমাধান করবো?",eight_hours_time_up
একাউন্ট বারবার লক দেখাচ্ছে আমার তথ্য ঠিক আছে কিনা চেক করে দিতে পারবেন?,eight_hours_time_up
একাউন্ট বারবার লক দেখাচ্ছে তথ্য ঠিক আছে কিনা কিভাবে বুঝবো?,eight_hours_time_up
"আমার ভোটার হওয়ার থানা, জেলা ও বিভাগ কি?",eight_hours_time_up
"ছবি তুলেছি কিন্তু মোবাইলে এসএমএস আসেনি, এনআইডি নম্বর কিভাবে পাবো?",eight_hours_time_up
পরবর্তী ভোটার তালিকা হালনাগাদ কবে হবে?,eight_hours_time_up
পোস্টাল ভোট বিডি অ্যাপে ই-মেইল এড্রেস দেওয়া বাধ্যতামূলক কি?,email_optional
"এনআইডি Wallet এ ফেস ভেরিফিকেশন সম্পন্ন হয়েছে, কিন্তু পরবর্তী অপশনে যাচ্ছে না।",face_verification_no_next_option
দ্রুত ভোটার হওয়ার জন্য কোন ব্যবস্থা আছে?,faster_voter_registration
দ্রুত সেবা পেতে কোন অফিসে যোগাযোগ করবো?,faster_voter_registration_followup_b
আবেদনের অগ্রগতি দ্রুত কীভাবে ট্র্যাক করবো?,faster_voter_registration_followup_d
"পিতার ঠিকানা আর আমার ঠিকানা ভিন্ন, আমার ঠিকানায় ভোটার করছে না, কিভাবে ভোটার হবো?",father_and_my_adress_different
ফিঙ্গারপ্রিন্ট আপডেট করতে দিয়ে ধীর্ঘদিন হলো কিন্তু এখনো হচ্ছে না বা Adjudication Pending অবস্থায় আছে। কি করনীয়?,finderprint_adjudication_pending
ফিঙ্গারপ্রিন্ট আপডেট করতে কোন অফিসে যেতে হবে এবং অফিসের ঠিকানা/সময় কী?,finderprint_adjudication_pending_followup_a
ফিঙ্গারপ্রিন্ট আপডেট করতে অফিসে যাওয়ার সময় কোন কোন কাগজপত্র সঙ্গে নিতে হবে?,finderprint_adjudication_pending_followup_b
ফিঙ্গারপ্রিন্ট আপডেট বিষয়ে আপডেট পেতে আর কতদিন অপেক্ষা করতে হবে?,finderprint_adjudication_pending_followup_c
ফিঙ্গারপ্রিন্ট আপডেট কতদিন পেন্ডিং থাকলে পরবর্তী পদক্ষেপ নিতে হবে?,finderprint_adjudication_pending_followup_d
মোবাইলের সিম বা অন্যান্য ক্ষেত্রে ফিঙ্গারপ্রিন্ট দিলে আমার তথ্য আসেনা। কি করনীয়?,fingerprint_error_info_not_found
"ফিঙ্গারপ্রিন্ট পরিবর্তন বা আপডেটের জন্য আবেদন করেছিলাম, এখনো অনুমোদন হয়নি, কেন?",fingerprint_update_applied_not_approved
নতুন ভোটারের জন্য অনলাইনে আবেদন করেছি কিন্তু ফর্মটি প্রিন্ট করলে ফন্ট ভেঙ্গে যাচ্ছে। কি করণীয়?,font_problem_in_new_voter_registration_form
পোস্টাল ভোট বিডি অ্যাপে বিদেশী ঠিকানা দেওয়ার সময় কী মনে রাখতে হবে?,foreign_address_entry_tips
পোস্টাল ভোট বিডি অ্যাপে বিদেশী ঠিকানার কী কী তথ্য দিতে হবে?,foreign_address_fields
"এম্বাসী/দূতাবাসে বায়োমেট্রিক প্রদান করেছি, এখন কি করণীয়?",foreign_resident_action_after_biometrics_new
প্রবাসী এনআইডি বা ভোটার নিবন্ধনের জন্য এম্বাসী/দূতাবাসে আবেদন করেছি। স্মার্ট কার্ড কীভাবে পাবো?,foreign_resident_card_collection
"প্রবাসে/ বিদেশে ছবি তুলেছিলাম, উপজেলা থেকে তদন্ত করে অনুমোদন করেছে, কিন্তু এখনও মেসেজ পাইনি।",foreign_resident_card_picture_done__inquery_done_no_msg_new
"প্রবাসে ছবি তুলেছিলাম, এম্বাসিতে যোগাযোগ করলে বলেছে উপজেলা থেকে তদন্ত পাঠায়নি। কি করণীয়?",foreign_resident_card_picture_done_not_inquery_from_upzilla_new
প্রবাসে বসবাসকারীদের এনআইডি বা ভোটার নিবন্ধনের জন্য কি করতে হবে?,foreign_resident_card_registration_process
বিদেশে বসবাসরত বাংলাদেশীদের এনআইডি বা ভোটার নিবন্ধনের জন্য করণীয় কি?,foreign_resident_card_registration_process
প্রবাসী এনআইডি/ভোটার নিবন্ধন করতে কোন অফিসে যেতে হবে এবং অফিসের ঠিকানা/সময় কী?,foreign_resident_card_registration_process_followup_a
প্রবাসী এনআইডি/ভোটার নিবন্ধন করতে অফিসে যাওয়ার সময় কোন কোন কাগজপত্র সঙ্গে নিতে হবে?,foreign_resident_card_registration_process_followup_b
প্রবাসী এনআইডি/ভোটার নিবন্ধনের জন্য প্রয়োজনীয় কাগজপত্রের মূল কপি নাকি ফটোকপি লাগবে?,foreign_resident_card_registration_process_followup_c
প্রবাসী এনআইডি/ভোটার নিবন্ধনের জন্য প্রয়োজনীয় কাগজপত্রের মধ্যে কোনোটি না থাকলে বিকল্প হিসেবে কী দেওয়া যাবে?,foreign_resident_card_registration_process_followup_d
এ পর্যন্ত কোন কোন দেশে ভোটার নিবন্ধনের অনুমতি দেওয়া হয়েছে।,foreign_resident_card_registration_query_country_limitation
কোন কোন দেশে প্রবাসী ভোটার নিবন্ধন করা হয়?,foreign_resident_card_registration_query_country_limitation
"আমি xxxxxxx দেশে আছি, এখানে কি ভোটার নিবন্ধন করা হয়?",foreign_resident_card_registration_query_country_limitation
কোন কোন দেশ থেকে এনআইডি বা ভোটার নিবন্ধন করা যায়?,foreign_resident_card_registration_query_country_limitation
প্রবাসী এনআইডি বা ভোটার নিবন্ধনের জন্য এম্বাসী/দূতাবাসে আবেদন জমা দিয়ে এসেছি। বর্তমান অবস্থা কি?,foreign_resident_card_registration_query_country_limitation
প্রবাসী এনআইডি বা ভোটার নিবন্ধনের জন্য এম্বাসী/দূতাবাসে আবেদন করেছি। আবেদন Reject করে দিয়েছে। কেনো?,foreign_resident_card_registration_rejected
দূতাবাসে ভোটার নিবন্ধন করতে হলে কি কি কাগজপত্র লাগে?,foreign_resident_card_registration_required_documents
প্রবাসী ভোটার হতে হলে কি কি কাগজপত্র লাগে?,foreign_resident_card_registration_required_documents
"আমি বাংলাদেশে ভোটার হয়েছিলাম, এখন কি প্রবাসেও ভোটার হতে হবে?",foreign_resident_multiple_registration_new
প্রবাসী এনআইডি বা ভোটার নিবন্ধনের জন্য এম্বাসী/দূতাবাসে আবেদন করেছি। এখনো Adjudication Pending অবস্থায় আছে। কি করণীয়?,foreign_resident_nid_adjudication_pending
আমার পাসপোর্টের মেয়াদ শেষ হয়ে গেছে। আমি কি প্রবাস থেকে এনআইডি বা ভোটার নিবন্ধনের আবেদন করতে পারবো?,foreign_resident_passport_expaired_card_registration_process
আমার পাসপোর্টের মেয়াদ শেষ হয়ে গেছে। আমি কি প্রবাস থেকে এনআইডি বা ভোটার নিবন্ধনের আবেদন করতে পারবো?,foreign_resident_passport_expaired_card_registration_process
পোস্টাল ভোট বিডি অ্যাপে পাসওয়ার্ড ভুলে গেলে কি করব?,forgot_password_flow
FORM নম্বর দিয়ে দিয়ে রেজিষ্ট্রেশন করতে পারছি না।,form_number_not_working
পোস্টাল ভোট বিডি অ্যাপের সহায়তা কেন্দ্রে কীভাবে প্রবেশ করা যায়?,help_center_access
পোস্টাল ভোট বিডি অ্যাপের সহায়তা কেন্দ্রে কী কী পাওয়া যায়?,help_center_contents
পোস্টাল ভোট বিডি অ্যাপ এর জন্য সহায়তা কেন্দ্র কী?,help_center_definition
পোস্টাল ভোট বিডি অ্যাপ এর সাহায্য পেতে কোথায় যোগাযোগ করব?,help_contact_location
পোস্টাল ভোট বিডি অ্যাপ ব্যবহারে সহায়তা সেবার ক্ষেত্রে গুরুত্বপূর্ণ বিষয়গুলি কী কী?,help_service_key_points
পোস্টাল ভোট বিডি অ্যাপে হোম স্ক্রিনে পৌঁছে গেলে কী করতে পারি?,home_screen_usage
এনআইডি কার্ডে কতজন স্ত্রীর নাম সংযোজন করা যাবে?,how_many_wife_name_can_be_added_in_nid_card
কীভাবে এনআইডি পোর্টালে সংশোধন আবেদন করতে হয়?,how_to_apply_for_correction_in_online_portal
এনআইডি পোর্টালে সংশোধন আবেদন করার পর স্ট্যাটাস কোথায় দেখে নিতে পারবো?,how_to_apply_for_correction_in_online_portal_followup_a
"নির্বাচন অফিসে গিয়ে সাহায্য পাচ্ছি না, আমি অভিযোগ দাখিল করতে চাই। এখন আমার করণীয় কি?",how_to_complain_not_getting_help_from_election_office
"নির্বাচন অফিসে গিয়ে সাহায্য পাচ্ছি না, আমি অভিযোগ দাখিল করতে চাই অভিযোগের সাথে কী কী তথ্য বা প্রমাণপত্র জমা দিতে হবে?",how_to_complain_not_getting_help_from_election_office_followup_b
"আগের আইডি কার্ডে স্বামীর নাম ছিলো, কিন্তু বর্তমান কার্ডে নাই, কেন?",husband_name_previous_card
"স্বামী/স্ত্রী সাথে তালাক হয়েছে, স্বামীর নাম বাদ দিতে চাই, করণীয় কি?",husband_talak_name_remove
পোস্টাল ভোট বিডি অ্যাপে তথ্য ভুল হয়ে গেলে কী করব?,incorrect_info_restart
"তথ্য সঠিক দিয়েছি, কিন্তু একাউন্ট লক হয়ে গিয়েছে কেন?",information_correct_but_account_locked
এনআইডি কার্ড সংশোধন দ্রুত করার কোন ফিস আছে কি?,instant_card_correction_fee
এনআইডি সংশোধনের ফি জমা দেওয়ার পর রসিদ/ট্রানজেকশন কীভাবে যাচাই করবো?,instant_card_correction_fee_followup_b
এনআইডি সংশোধন বিষয়ে নিশ্চিত তথ্য পেতে কোন অফিসে যোগাযোগ করবো?,instant_card_correction_fee_followup_c
এনআইডি কার্ড সংশোধন অনুমোদিত হলে আপডেটেড কার্ড কীভাবে পাবো?,instant_card_correction_fee_followup_d
পোস্টাল ভোট বিডি অ্যাপে নির্দেশনা অনুসরণ করার সময় কী মনে রাখতে হবে?,instruction_following_tips
পোস্টাল ভোট বিডি অ্যাপে লাইভনেস চেকআপের সময় কী কী এড়িয়ে চলতে হবে?,liveness_check_avoid
পোস্টাল ভোট বিডি অ্যাপে লাইভনেস চেকআপ কী এবং কেন প্রয়োজন?,liveness_check_purpose
পোস্টাল ভোট বিডি অ্যাপে লাইভনেস চেকআপে কী কী করতে হয়?,liveness_check_steps
পোস্টাল ভোট বিডি অ্যাপ ব্যবহারের জন্য লোকেশন সেবা কেন অবশ্যক?,location_service_required_reason
পোস্টাল ভোট বিডি অ্যাপে লগ আউট করার পর আবার লগইন করতে পারব কি?,login_after_logout
"আমি পোস্টাল ভোট বিডি অ্যাপে রেজিস্ট্রেশন করেছি, এখন কীভাবে লগইন করব?",login_after_registration
পোস্টাল ভোট বিডি অ্যাপে লগইন করতে কী তথ্য প্রয়োজন?,login_credentials_required
পোস্টাল ভোট বিডি অ্যাপে লগইন পেজ কেন খুলছে না?,login_page_not_opening
পোস্টাল ভোট বিডি অ্যাপে লগইন সময় কী সাবধানতা নিতে হবে?,login_safety_precautions
এনআইডি অনলাইন পোর্টালে অনেক আগে রেজিষ্ট্রেশন করেছিলাম এখন কি সেই ইউজার আইডি ও পাসওয়ার্ড দিয়ে লগিন করতে পারবো?,login_using_old_id_password
এনআইডি অনলাইন পোর্টালে অনেক আগে রেজিষ্ট্রেশন করেছিলাম পুরনো লগইন তথ্য কাজ না করলে একাউন্ট রিকভারি কীভাবে করবো?,login_using_old_id_password_followup_b
এনআইডি অনলাইন পোর্টালে অনেক আগে রেজিষ্ট্রেশন করেছিলাম রেজিস্টার করা মোবাইল নম্বর পরিবর্তিত হলে লগইন সমস্যা কীভাবে সমাধান করবো?,login_using_old_id_password_followup_c
পোস্টাল ভোট বিডি অ্যাপে আমি লগ আউট করতে পারি কি?,logout_available
পোস্টাল ভোট বিডি অ্যাপ থেকে আমি কিভাবে লগআউট করব?,logout_steps
দ্বৈত নাগরিকত্ব সনদ কোন মন্ত্রণালয় দিয়ে থাকে?,ministry_provide_dual_citizenship_certificate
পোস্টাল ভোট বিডি অ্যাপে মোবাইল নম্বর কোথায় দেব?,mobile_number_entry
পোস্টাল ব্যালটে একাধিক প্রার্থীকে ভোট দিলে কী হবে?,multiple_marks_invalid_vote
এনআইডি কার্ডে নিজ নামের সংশোধনের জন্য কি ডকুমেন্টস লাগবে?,name_correction_in_nid_card
এনআইডি কার্ডে নিজ নামের সংশোধনের জন্য ডকুমেন্টগুলোর মূল কপি নাকি ফটোকপি লাগবে?,name_correction_in_nid_card_followup_a
এনআইডি কার্ডে নিজ নামের সংশোধনের জন্য ডকুমেন্টগুলোর মধ্যে কোনোটি না থাকলে বিকল্প হিসেবে কী দেওয়া যাবে?,name_correction_in_nid_card_followup_b
ভোটার এলাকা পরিবর্তনের জন্য কি কি কাগজপত্র লাগে?,necessary_documents_to_modify_voter_area
ভোটার এলাকা পরিবর্তনের জন্য কাগজপত্রের মূল কপি নাকি ফটোকপি লাগবে?,necessary_documents_to_modify_voter_area_followup_a
ভোটার এলাকা পরিবর্তনের জন্য কাগজপত্রের মধ্যে কোনোটি না থাকলে বিকল্প হিসেবে কী দেওয়া যাবে?,necessary_documents_to_modify_voter_area_followup_b
ভোটার এলাকার ঠিকানা সংশোধন বা মাইগ্রেশন আবেদন কি অনলাইনে করা যাবে নাকি সরাসরি অফিসে যেতে হবে?,necessary_documents_to_modify_voter_area_followup_c
ভোটার এলাকার ঠিকানা সংশোধন/ মাইগ্রেশন আবেদন সংক্রান্ত প্রক্রিয়াটি সম্পন্ন হতে সাধারণত কতদিন সময় লাগে?,necessary_documents_to_modify_voter_area_followup_d
হারানো কার্ড উত্তোলনের পর পূর্বের কার্ডটি খুঁজে পেয়েছি করণীয় কি?,new_card_got_old_card_found_what_to_do
ভোটার তালিকায় নিবন্ধনের জন্য কত বয়স হতে হয়?,new_nid_card_age
"আমি একবারই ভোটার হয়েছি কিন্তু আমার নতুন ভোটার আবেদন বাতিল করা হয়েছে, কিভাবে সমাধান পেতে পারি?",new_voter_application_cancelled
"উপজেলা নির্বাচন অফিস আমার নতুন ভোটারের আবেদন জমা নিচ্ছে না, কি করবো?",new_voter_application_not_submitted_to_upazila_or_thana_office
